lat,lng,timezone,country_code,apparentTemperature,cloudCover,dewPoint,humidity,pressure,precipIntensity,temperature,visibility,windGust,ozone,uvIndex,windSpeed,windBearing
12,77,Asia/Kolkata,IN,75.74245845367717,0.022468353157398813,78.06094203582443,50,1024,2.9920209590172178,99.2303693646482,2.448717830998569,18.672066297304855,299.6144942689356,0.5620692543054961,0.09413343496707194,199
12,77,Asia/Kolkata,IN,90.04414715461421,0.4036584462609125,74.40187685734936,20,1017,3.978187100312943,92.95118055435717,8.997738101797895,8.499008522029376,226.25291062359477,6.310255081653314,7.179332246155243,326
12,77,Asia/Kolkata,IN,74.48162135653273,0.7387188450007524,69.73978765364109,45,1028,1.5963656661017516,80.00221693356174,6.142953720006298,10.956950356729473,293.98079573518214,4.97277010565099,19.123661103387256,96
12,77,Asia/Kolkata,IN,77.25305560552898,0.822904124967643,63.11356332064518,98,977,4.769401435808948,99.39033048720992,6.082895249517866,6.49562493348763,202.01092583680804,7.547052471535855,15.519398622518635,180
12,77,Asia/Kolkata,IN,72.71132645641026,0.735731647015131,73.60665893675484,22,956,2.571855883557565,70.02144532915716,4.452273574601875,9.892854847413417,215.4898085520501,6.364741939637045,0.9311236549707069,229
12,77,Asia/Kolkata,IN,82.97371281644617,0.2951438111988539,68.39478438101793,84,951,3.762146710153824,86.22756025042344,6.686770793816681,19.03869083450543,238.1892894784433,7.392093184660964,7.384059519248192,18
12,77,Asia/Kolkata,IN,80.75029884937862,0.2826879770909183,74.41680457602124,67,963,3.3033801662322846,96.9771681917662,7.697093659602043,8.575659280151376,245.85560822973804,3.260654532995715,11.82247472050921,32
12,77,Asia/Kolkata,IN,96.78852339505627,0.6594979772114747,71.7725842640678,50,1024,0.10316776839218778,78.0448828390509,8.102834229131306,1.8013311266875909,229.90500374730033,6.329816024356042,11.411784622964156,52
12,77,Asia/Kolkata,IN,61.81468004836313,0.7335072755601411,65.32651141718722,28,977,0.9866751258435758,87.384905220933,8.574851472592718,13.71725134645061,292.8817285887811,1.549981828537883,15.639352697445359,149
12,77,Asia/Kolkata,IN,72.7377571883525,0.6451374876937163,66.84300265961072,12,984,2.8417838823949877,66.42459704039038,9.299005506681363,10.461477805666348,257.55132026636767,7.548726198423647,15.530990859943225,101
12,77,Asia/Kolkata,IN,88.33055859839257,0.11773811248702049,68.60466751769587,75,1011,2.262276615088998,75.95878883444472,2.985081864356097,18.490218313119243,242.8410929312522,4.958720560290555,6.457009400768936,100
12,77,Asia/Kolkata,IN,61.34029655927296,0.8164071275569794,55.37192940880371,19,1004,2.8443127180972896,61.43279613713013,8.530788777432027,13.725635921305173,225.84387178307873,4.142056340898512,6.025718854480719,165
